Store ID,SKU,Product Name,Price,Date
US-FL-012,SKU-1008,Pasta Penne 500g,1.23,2026-06-04
US-FL-013,SKU-2005,Almond Butter 365g,7.58,2026-06-16
US-FL-014,SKU-2012,Ice Cream Vanilla 1L,4.50,2026-06-30
US-FL-015,SKU-1004,Greek Yogurt 500g,1.70,2026-01-17
US-FL-016,SKU-2001,Sparkling Water 6pk,3.16,2026-01-27
US-FL-017,SKU-2008,Basmati Rice 5kg,12.60,2026-02-12
US-FL-018,SKU-2015,Spinach Baby 200g,2.73,2026-02-24
US-FL-019,SKU-1007,Olive Oil 500ml,8.90,2026-03-11
US-FL-020,SKU-2004,Granola 400g,4.49,2026-03-22
US-FL-021,SKU-2011,Frozen Pizza Margherita,6.05,2026-04-03
US-FL-022,SKU-1003,Free Range Eggs 12ct,5.09,2026-04-16
US-FL-023,SKU-1010,Cheddar Cheese 200g,4.11,2026-05-02
US-FL-024,SKU-2007,Honey 500g,6.75,2026-05-15
US-FL-025,SKU-2014,Salmon Fillet 300g,12.59,2026-05-22
US-FL-026,SKU-1006,Avocado Hass 4pk,5.22,2026-06-05
US-FL-027,SKU-2003,Ground Coffee 340g,9.59,2026-06-19
US-FL-028,SKU-2010,Coconut Milk 400ml,2.42,2026-01-06
US-FL-029,SKU-1002,Whole Wheat Bread,2.24,2026-01-13
US-FL-030,SKU-1009,Tomato Sauce 400g,2.07,2026-02-01
IN-MH-001,SKU-2006,Dark Chocolate 100g,2.84,2026-02-14
IN-MH-002,SKU-2013,Chicken Breast 500g,7.97,2026-02-23
IN-MH-003,SKU-1005,Bananas 1kg,1.22,2026-03-08
IN-MH-004,SKU-2002,Orange Juice 1L,3.97,2026-03-19
IN-MH-005,SKU-2009,Black Beans 400g,1.33,2026-04-06
IN-MH-006,SKU-1001,Organic Milk 1L,3.37,2026-04-14
IN-MH-007,SKU-1008,Pasta Penne 500g,1.05,2026-05-02
IN-MH-008,SKU-2005,Almond Butter 365g,6.51,2026-05-12
IN-MH-009,SKU-2012,Ice Cream Vanilla 1L,3.87,2026-05-25
IN-MH-010,SKU-1004,Greek Yogurt 500g,1.75,2026-06-06
IN-MH-011,SKU-2001,Sparkling Water 6pk,3.06,2026-06-18
IN-MH-012,SKU-2008,Basmati Rice 5kg,12.21,2026-01-02
IN-MH-013,SKU-2015,Spinach Baby 200g,2.59,2026-01-18
IN-MH-014,SKU-1007,Olive Oil 500ml,9.08,2026-01-29
IN-MH-015,SKU-2004,Granola 400g,4.44,2026-02-13
IN-MH-016,SKU-2011,Frozen Pizza Margherita,5.73,2026-02-23
IN-MH-017,SKU-1003,Free Range Eggs 12ct,4.82,2026-03-11
IN-MH-018,SKU-1010,Cheddar Cheese 200g,3.71,2026-03-24
IN-MH-019,SKU-2007,Honey 500g,6.42,2026-04-03
IN-MH-020,SKU-2014,Salmon Fillet 300g,11.17,2026-04-21
IN-MH-021,SKU-1006,Avocado Hass 4pk,5.27,2026-05-03
IN-MH-022,SKU-2003,Ground Coffee 340g,9.40,2026-05-11
IN-MH-023,SKU-2010,Coconut Milk 400ml,2.29,2026-05-28
IN-MH-024,SKU-1002,Whole Wheat Bread,2.24,2026-06-12
IN-MH-025,SKU-1009,Tomato Sauce 400g,2.17,2026-06-24
IN-MH-026,SKU-2006,Dark Chocolate 100g,2.93,2026-01-07
IN-MH-027,SKU-2013,Chicken Breast 500g,8.65,2026-01-15
IN-MH-028,SKU-1005,Bananas 1kg,1.31,2026-01-30
IN-MH-029,SKU-2002,Orange Juice 1L,3.84,2026-02-13
IN-MH-030,SKU-2009,Black Beans 400g,1.37,2026-02-28
IN-MH-031,SKU-1001,Organic Milk 1L,3.25,2026-03-10
IN-MH-032,SKU-1008,Pasta Penne 500g,1.15,2026-03-27
IN-MH-033,SKU-2005,Almond Butter 365g,6.71,2026-04-03
IN-MH-034,SKU-2012,Ice Cream Vanilla 1L,3.95,2026-04-17
IN-MH-035,SKU-1004,Greek Yogurt 500g,1.75,2026-04-30
IN-MH-036,SKU-2001,Sparkling Water 6pk,3.49,2026-05-16
IN-MH-037,SKU-2008,Basmati Rice 5kg,13.91,2026-05-27
IN-MH-038,SKU-2015,Spinach Baby 200g,2.96,2026-06-07
IN-MH-039,SKU-1007,Olive Oil 500ml,8.87,2026-06-20
IN-MH-040,SKU-2004,Granola 400g,4.01,2026-01-08
IN-KA-001,SKU-2011,Frozen Pizza Margherita,5.58,2026-01-19
IN-KA-002,SKU-1003,Free Range Eggs 12ct,5.13,2026-02-03
IN-KA-003,SKU-1010,Cheddar Cheese 200g,3.64,2026-02-15
IN-KA-004,SKU-2007,Honey 500g,6.49,2026-02-27
IN-KA-005,SKU-2014,Salmon Fillet 300g,12.71,2026-03-13
IN-KA-006,SKU-1006,Avocado Hass 4pk,5.27,2026-03-26
IN-KA-007,SKU-2003,Ground Coffee 340g,10.60,2026-04-04
IN-KA-008,SKU-2010,Coconut Milk 400ml,2.46,2026-04-17
IN-KA-009,SKU-1002,Whole Wheat Bread,2.24,2026-05-04
IN-KA-010,SKU-1009,Tomato Sauce 400g,2.06,2026-05-16
IN-KA-011,SKU-2006,Dark Chocolate 100g,2.73,2026-05-30
IN-KA-012,SKU-2013,Chicken Breast 500g,8.31,2026-06-09
IN-KA-013,SKU-1005,Bananas 1kg,1.33,2026-06-21
IN-KA-014,SKU-2002,Orange Juice 1L,4.00,2026-01-10
IN-KA-015,SKU-2009,Black Beans 400g,1.28,2026-01-21
IN-KA-016,SKU-1001,Organic Milk 1L,3.46,2026-02-01
IN-KA-017,SKU-1008,Pasta Penne 500g,1.23,2026-02-16
IN-KA-018,SKU-2005,Almond Butter 365g,7.58,2026-03-03
IN-KA-019,SKU-2012,Ice Cream Vanilla 1L,4.29,2026-03-10
IN-KA-020,SKU-1004,Greek Yogurt 500g,1.90,2026-03-25
IN-KA-021,SKU-2001,Sparkling Water 6pk,3.32,2026-04-07
IN-KA-022,SKU-2008,Basmati Rice 5kg,12.71,2026-04-24
IN-KA-023,SKU-2015,Spinach Baby 200g,2.49,2026-05-05
IN-KA-024,SKU-1007,Olive Oil 500ml,8.63,2026-05-17
IN-KA-025,SKU-2004,Granola 400g,4.44,2026-05-27
IN-KA-026,SKU-2011,Frozen Pizza Margherita,5.81,2026-06-09
IN-KA-027,SKU-1003,Free Range Eggs 12ct,4.99,2026-06-25
IN-KA-028,SKU-1010,Cheddar Cheese 200g,3.79,2026-01-11
IN-KA-029,SKU-2007,Honey 500g,6.29,2026-01-18
IN-KA-030,SKU-2014,Salmon Fillet 300g,11.49,2026-02-02
IN-DL-001,SKU-1006,Avocado Hass 4pk,5.82,2026-02-17
IN-DL-002,SKU-2003,Ground Coffee 340g,9.97,2026-03-01
IN-DL-003,SKU-2010,Coconut Milk 400ml,2.29,2026-03-11
IN-DL-004,SKU-1002,Whole Wheat Bread,2.13,2026-03-26
IN-DL-005,SKU-1009,Tomato Sauce 400g,2.03,2026-04-10
IN-DL-006,SKU-2006,Dark Chocolate 100g,2.87,2026-04-19
IN-DL-007,SKU-2013,Chicken Breast 500g,8.83,2026-05-08
IN-DL-008,SKU-1005,Bananas 1kg,1.32,2026-05-18
IN-DL-009,SKU-2002,Orange Juice 1L,3.73,2026-05-29
IN-DL-010,SKU-2009,Black Beans 400g,1.33,2026-06-15
IN-DL-011,SKU-1001,Organic Milk 1L,3.41,2026-06-27
IN-DL-012,SKU-1008,Pasta Penne 500g,1.20,2026-01-12
IN-DL-013,SKU-2005,Almond Butter 365g,7.81,2026-01-19
IN-DL-014,SKU-2012,Ice Cream Vanilla 1L,4.16,2026-02-07
IN-DL-015,SKU-1004,Greek Yogurt 500g,1.82,2026-02-19
IN-DL-016,SKU-2001,Sparkling Water 6pk,3.29,2026-03-01
IN-DL-017,SKU-2008,Basmati Rice 5kg,12.35,2026-03-16
IN-DL-018,SKU-2015,Spinach Baby 200g,2.87,2026-03-31
IN-DL-019,SKU-1007,Olive Oil 500ml,9.17,2026-04-13
IN-DL-020,SKU-2004,Granola 400g,4.58,2026-04-23
GB-LN-001,SKU-2011,Frozen Pizza Margherita,6.90,2026-05-04
GB-LN-002,SKU-1003,Free Range Eggs 12ct,5.96,2026-05-17
GB-LN-003,SKU-1010,Cheddar Cheese 200g,4.52,2026-06-02
GB-LN-004,SKU-2007,Honey 500g,7.63,2026-06-11
GB-LN-005,SKU-2014,Salmon Fillet 300g,13.10,2026-06-27
GB-LN-006,SKU-1006,Avocado Hass 4pk,6.06,2026-01-10
GB-LN-007,SKU-2003,Ground Coffee 340g,10.95,2026-01-25
GB-LN-008,SKU-2010,Coconut Milk 400ml,2.71,2026-02-03
GB-LN-009,SKU-1002,Whole Wheat Bread,2.54,2026-02-17
GB-LN-010,SKU-1009,Tomato Sauce 400g,2.42,2026-02-28
GB-LN-011,SKU-2006,Dark Chocolate 100g,3.26,2026-03-19
GB-LN-012,SKU-2013,Chicken Breast 500g,9.96,2026-04-01
GB-LN-013,SKU-1005,Bananas 1kg,1.53,2026-04-12
GB-LN-014,SKU-2002,Orange Juice 1L,4.73,2026-04-24
GB-LN-015,SKU-2009,Black Beans 400g,1.59,2026-05-08
GB-LN-016,SKU-1001,Organic Milk 1L,3.85,2026-05-22
GB-LN-017,SKU-1008,Pasta Penne 500g,1.28,2026-06-03
GB-LN-018,SKU-2005,Almond Butter 365g,8.41,2026-06-12
GB-LN-019,SKU-2012,Ice Cream Vanilla 1L,4.96,2026-06-26
GB-LN-020,SKU-1004,Greek Yogurt 500g,2.00,2026-01-10
GB-LN-021,SKU-2001,Sparkling Water 6pk,3.85,2026-01-24
GB-LN-022,SKU-2008,Basmati Rice 5kg,15.35,2026-02-08
GB-LN-023,SKU-2015,Spinach Baby 200g,3.19,2026-02-16
GB-LN-024,SKU-1007,Olive Oil 500ml,10.19,2026-03-03
GB-LN-025,SKU-2004,Granola 400g,5.18,2026-03-14
DE-BY-001,SKU-2011,Frozen Pizza Margherita,7.42,2026-03-29
DE-BY-002,SKU-1003,Free Range Eggs 12ct,5.36,2026-04-15
DE-BY-003,SKU-1010,Cheddar Cheese 200g,4.33,2026-04-26
DE-BY-004,SKU-2007,Honey 500g,7.18,2026-05-07
DE-BY-005,SKU-2014,Salmon Fillet 300g,13.98,2026-05-24
DE-BY-006,SKU-1006,Avocado Hass 4pk,6.47,2026-06-02
DE-BY-007,SKU-2003,Ground Coffee 340g,11.79,2026-06-15
DE-BY-008,SKU-2010,Coconut Milk 400ml,2.77,2026-06-30
DE-BY-009,SKU-1002,Whole Wheat Bread,2.59,2026-01-15
DE-BY-010,SKU-1009,Tomato Sauce 400g,2.43,2026-01-25
DE-BY-011,SKU-2006,Dark Chocolate 100g,3.70,2026-02-10
DE-BY-012,SKU-2013,Chicken Breast 500g,10.16,2026-02-18
DE-BY-013,SKU-1005,Bananas 1kg,1.41,2026-03-05
DE-BY-014,SKU-2002,Orange Juice 1L,4.37,2026-03-18
DE-BY-015,SKU-2009,Black Beans 400g,1.48,2026-03-31
DE-BY-016,SKU-1001,Organic Milk 1L,4.04,2026-04-15
DE-BY-017,SKU-1008,Pasta Penne 500g,1.35,2026-04-28
DE-BY-018,SKU-2005,Almond Butter 365g,8.09,2026-05-11
DE-BY-019,SKU-2012,Ice Cream Vanilla 1L,4.77,2026-05-24
DE-BY-020,SKU-1004,Greek Yogurt 500g,2.15,2026-06-01
US-NY-001,SKU-2001,Sparkling Water 6pk,3.39,2026-06-15
US-NY-002,SKU-2008,Basmati Rice 5kg,13.51,2026-06-30
US-NY-003,SKU-2015,Spinach Baby 200g,2.93,2026-01-16
US-NY-004,SKU-1007,Olive Oil 500ml,8.54,2026-01-29
US-NY-005,SKU-2004,Granola 400g,4.31,2026-02-07
US-NY-006,SKU-2011,Frozen Pizza Margherita,5.81,2026-02-19
US-NY-007,SKU-1003,Free Range Eggs 12ct,4.89,2026-03-05
US-NY-008,SKU-1010,Cheddar Cheese 200g,3.95,2026-03-21
US-NY-009,SKU-2007,Honey 500g,6.49,2026-03-29
US-NY-010,SKU-2014,Salmon Fillet 300g,12.11,2026-04-17
US-NY-011,SKU-1006,Avocado Hass 4pk,5.60,2026-04-26
US-NY-012,SKU-2003,Ground Coffee 340g,10.29,2026-05-08
US-NY-013,SKU-2010,Coconut Milk 400ml,2.59,2026-05-26
US-NY-014,SKU-1002,Whole Wheat Bread,2.40,2026-06-02
US-NY-015,SKU-1009,Tomato Sauce 400g,1.99,2026-06-21
US-NY-016,SKU-2006,Dark Chocolate 100g,2.87,2026-01-03
US-NY-017,SKU-2013,Chicken Breast 500g,8.24,2026-01-11
US-NY-018,SKU-1005,Bananas 1kg,1.26,2026-01-26
US-NY-019,SKU-2002,Orange Juice 1L,3.85,2026-02-06
US-NY-020,SKU-2009,Black Beans 400g,1.39,2026-02-20
US-NY-021,SKU-1001,Organic Milk 1L,3.52,2026-03-05
US-NY-022,SKU-1008,Pasta Penne 500g,1.21,2026-03-22
US-NY-023,SKU-2005,Almond Butter 365g,7.51,2026-04-05
US-NY-024,SKU-2012,Ice Cream Vanilla 1L,4.46,2026-04-15
US-NY-025,SKU-1004,Greek Yogurt 500g,1.88,2026-04-30
US-NY-026,SKU-2001,Sparkling Water 6pk,3.13,2026-05-13
US-NY-027,SKU-2008,Basmati Rice 5kg,12.47,2026-05-21
US-NY-028,SKU-2015,Spinach Baby 200g,2.71,2026-06-09
US-NY-029,SKU-1007,Olive Oil 500ml,8.81,2026-06-19
US-NY-030,SKU-2004,Granola 400g,4.45,2026-06-29
US-NY-031,SKU-2011,Frozen Pizza Margherita,5.99,2026-01-13
US-NY-032,SKU-1003,Free Range Eggs 12ct,5.04,2026-01-30
US-NY-033,SKU-1010,Cheddar Cheese 200g,4.07,2026-02-12
US-NY-034,SKU-2007,Honey 500g,6.68,2026-02-21
US-NY-035,SKU-2014,Salmon Fillet 300g,12.47,2026-03-07
US-NY-036,SKU-1006,Avocado Hass 4pk,5.76,2026-03-24
US-NY-037,SKU-2003,Ground Coffee 340g,9.49,2026-04-02
US-NY-038,SKU-2010,Coconut Milk 400ml,2.39,2026-04-17
US-NY-039,SKU-1002,Whole Wheat Bread,2.22,2026-05-02
US-NY-040,SKU-1009,Tomato Sauce 400g,2.05,2026-05-12
US-NY-041,SKU-2006,Dark Chocolate 100g,2.96,2026-05-28
US-NY-042,SKU-2013,Chicken Breast 500g,8.49,2026-06-04
US-NY-043,SKU-1005,Bananas 1kg,1.30,2026-06-18
US-NY-044,SKU-2002,Orange Juice 1L,3.97,2026-01-04
US-NY-045,SKU-2009,Black Beans 400g,1.43,2026-01-19
US-NY-046,SKU-1001,Organic Milk 1L,3.63,2026-02-01
US-NY-047,SKU-1008,Pasta Penne 500g,1.25,2026-02-08
US-NY-048,SKU-2005,Almond Butter 365g,6.93,2026-02-26
US-NY-049,SKU-2012,Ice Cream Vanilla 1L,4.12,2026-03-10
US-NY-050,SKU-1004,Greek Yogurt 500g,1.74,2026-03-20
US-CA-001,SKU-2001,Sparkling Water 6pk,3.58,2026-04-06
US-CA-002,SKU-2008,Basmati Rice 5kg,14.53,2026-04-18
US-CA-003,SKU-2015,Spinach Baby 200g,3.01,2026-05-01
US-CA-004,SKU-1007,Olive Oil 500ml,10.35,2026-05-10
US-CA-005,SKU-2004,Granola 400g,5.18,2026-05-24
US-CA-006,SKU-2011,Frozen Pizza Margherita,6.85,2026-06-06
US-CA-007,SKU-1003,Free Range Eggs 12ct,5.86,2026-06-22
US-CA-008,SKU-1010,Cheddar Cheese 200g,4.44,2026-01-01
US-CA-009,SKU-2007,Honey 500g,6.78,2026-01-16
US-CA-010,SKU-2014,Salmon Fillet 300g,12.89,2026-01-29
US-CA-011,SKU-1006,Avocado Hass 4pk,5.59,2026-02-13
US-CA-012,SKU-2003,Ground Coffee 340g,10.87,2026-02-24
US-CA-013,SKU-2010,Coconut Milk 400ml,2.71,2026-03-10
US-CA-014,SKU-1002,Whole Wheat Bread,2.43,2026-03-24
US-CA-015,SKU-1009,Tomato Sauce 400g,2.32,2026-04-08
US-CA-016,SKU-2006,Dark Chocolate 100g,3.23,2026-04-16
US-CA-017,SKU-2013,Chicken Breast 500g,9.79,2026-05-01
US-CA-018,SKU-1005,Bananas 1kg,1.48,2026-05-15
US-CA-019,SKU-2002,Orange Juice 1L,4.37,2026-05-28
US-CA-020,SKU-2009,Black Beans 400g,1.48,2026-06-12
US-CA-021,SKU-1001,Organic Milk 1L,3.75,2026-06-25
US-CA-022,SKU-1008,Pasta Penne 500g,1.24,2026-01-06
US-CA-023,SKU-2005,Almond Butter 365g,8.07,2026-01-21
US-CA-024,SKU-2012,Ice Cream Vanilla 1L,4.84,2026-01-31
US-CA-025,SKU-1004,Greek Yogurt 500g,1.92,2026-02-11
US-CA-026,SKU-2001,Sparkling Water 6pk,3.69,2026-02-26
US-CA-027,SKU-2008,Basmati Rice 5kg,14.97,2026-03-10
